label,point_count,center,number_candidates
1363,3873,[3929 5966],"[(3914, 3968, 5929, 5993)]"
1364,12794,[3996  770],"[(3920, 3975, 733, 808)]"
1365,12848,[4081 1958],"[(4169, 4223, 1925, 1987)]"
1366,8361,[4056 4631],"[(4028, 4075, 4599, 4666)]"
1368,4337,[3936 5647],"[(3874, 3928, 5614, 5677)]"
1370,78583,[4145  590],"[(4025, 4079, 520, 595)]"
1371,9674,[3938 3340],"[(3913, 3967, 3315, 3392)]"
1372,8766,[3978 4341],"[(3957, 4012, 4314, 4378)]"
1373,13758,[4094 5097],"[(4067, 4122, 5064, 5138)]"
1376,26444,[4047 4533],"[(4030, 4085, 4494, 4558)]"
1377,5909,[4013 4417],"[(3906, 3955, 4387, 4444)]"
1379,14579,[4028 5620],"[(4072, 4124, 5562, 5634)]"
1380,34334,[4284 1569],"[(4250, 4305, 1550, 1625)]"
1381,46582,[4263 5171],"[(4300, 4355, 5109, 5183)]"
1382,5466,[3976 5078],"[(3948, 4002, 5048, 5109)]"
1383,19933,[4116 4809],"[(3970, 4025, 4761, 4835)]"
1385,1982,[3942 4914],"[(3916, 3965, 4885, 4946)]"
1386,3325,[3965  918],"[(3929, 3983, 895, 946)]"
1387,23660,[4189 1903],"[(4227, 4282, 1862, 1926)]"
1388,47969,[4643 4215],"[(4396, 4447, 4187, 4259), (4597, 4652, 4152, 4228)]"
1390,9308,[4003 6178],"[(3993, 4048, 6142, 6216)]"
1391,16231,[4086 4356],"[(4064, 4118, 4321, 4384)]"
1392,4562,[3974 5490],"[(3952, 4007, 5457, 5520)]"
1393,6303,[4004   63],"[(3931, 3985, 53, 116)]"
1394,3144,[3965  219],"[(3940, 3994, 183, 252)]"
1396,32311,[4226 6200],"[(4081, 4136, 6151, 6226)]"
1397,12243,[4065  108],"[(4003, 4057, 69, 143)]"
1399,13133,[4165 4907],"[(4193, 4247, 4839, 4910)]"
1401,5978,[4000 3565],"[(3987, 4039, 3515, 3588)]"
1403,24044,[4157 1730],"[(4090, 4145, 1709, 1773)]"
1404,20004,[4161 2067],"[(4212, 4266, 1985, 2058)]"
1406,8040,[4102 6112],"[(4089, 4144, 6073, 6137)]"
1409,27783,[4172 3075],"[(4248, 4303, 3085, 3161)]"
1413,2104,[4014 5620],"[(3986, 4037, 5596, 5643)]"
1414,11014,[4066 5450],"[(4054, 4108, 5409, 5483)]"
1415,11777,[4047 6002],"[(3988, 4043, 6008, 6082)]"
1416,6870,[4072 5887],"[(3983, 4037, 5844, 5907)]"
1417,1735,[4028 5580],"[(4006, 4060, 5558, 5602)]"
1418,1607,[4014 5791],"[(3990, 4041, 5762, 5816)]"
1420,745,[4013   30],"[(3993, 4038, 15, 55)]"
1424,22998,[4253 5013],"[(4276, 4330, 4972, 5040)]"
1425,3450,[4056 1696],"[(4012, 4064, 1668, 1731)]"
1426,25560,[4236 4749],"[(4165, 4220, 4700, 4774)]"
1427,9777,[4129 5000],"[(4121, 4175, 4960, 5035)]"
1431,16908,[4350 6091],"[(4419, 4473, 6078, 6152)]"
1432,1241682,[5342 2380],"[(4146, 4201, 2177, 2253), (4523, 4578, 1884, 1960), (4732, 4787, 2376, 2452), (4793, 4848, 1841, 1918), (5164, 5219, 2739, 2816), (5188, 5239, 3338, 3397), (5264, 5310, 1793, 1860), (5280, 5335, 2168, 2245), (5558, 5613, 3070, 3146), (5804, 5859, 3356, 3432), (5895, 5950, 3163, 3240), (5984, 6039, 1580, 1657), (6194, 6249, 3675, 3752)]"
1433,5559,[4067 1621],"[(4041, 4096, 1591, 1655)]"
1436,11243,[4193 1044],"[(4062, 4117, 1031, 1097)]"
1440,25846,[4252 4443],"[(4276, 4331, 4368, 4437)]"
1442,2787,[4105 4850],"[(4081, 4134, 4824, 4868)]"
1443,10761,[4260 4941],"[(4324, 4379, 4892, 4958)]"
1444,15823,[4203 5119],"[(4159, 4214, 5087, 5161)]"
1445,9619,[4133 5883],"[(4100, 4154, 5855, 5913)]"
1447,29933,[4349  839],"[(4255, 4310, 765, 828)]"
1448,3415,[4096 6039],"[(4071, 4125, 6009, 6071)]"
1450,14118,[4205 5328],"[(4236, 4291, 5300, 5374)]"
1451,35707,[4293   73],"[(4248, 4303, 26, 94)]"
1452,28289,[4234 5784],"[(4123, 4177, 5737, 5800)]"
1453,5592,[4123 5238],"[(4117, 4172, 5188, 5251)]"
1456,341,[4086 4252],[]
1457,12269,[4264 6298],"[(4122, 4177, 6251, 6320)]"
1459,1664,[4083 5676],"[(4059, 4105, 5644, 5708)]"
1464,35216,[4385 4035],"[(4469, 4524, 3978, 4054)]"
1466,78021,[4530  207],"[(4345, 4399, 273, 342), (4903, 4958, 31, 100)]"
1467,4390,[4159 4541],"[(4137, 4186, 4489, 4558)]"
1472,5369,[4171 5425],"[(4158, 4213, 5393, 5467)]"
1476,51413,[4444 5621],"[(4559, 4613, 5542, 5610)]"
1477,5370,[4185 5503],"[(4141, 4196, 5479, 5542)]"
1478,10836,[4255 6260],"[(4245, 4299, 6225, 6300)]"
1480,249003,[4923  980],"[(4459, 4514, 1166, 1229), (5262, 5316, 799, 862)]"
1481,23130,[4487 4160],"[(4602, 4657, 4085, 4162)]"
1482,2868,[4181 4463],"[(4149, 4197, 4437, 4487)]"
1485,13741,[4302 5694],"[(4232, 4287, 5710, 5773)]"
1486,17940,[4358 4640],"[(4429, 4484, 4587, 4661)]"
1487,39187,[4454  117],"[(4465, 4519, 86, 149)]"
1488,4917,[4175 5330],"[(4148, 4202, 5295, 5368)]"
1490,26929,[4342 6041],"[(4352, 4407, 6021, 6085)]"
1491,5652,[4203 4409],"[(4171, 4226, 4378, 4441)]"
1492,2149,[4183 6181],"[(4157, 4211, 6152, 6207)]"
1493,136726,[4510 3174],"[(4475, 4530, 3227, 3304)]"
1494,9504,[4383 1000],"[(4466, 4517, 946, 1011)]"
1495,2304,[4190 4827],"[(4163, 4218, 4799, 4855)]"
1497,29586,[4393 5943],"[(4315, 4370, 5931, 5994)]"
1498,7584,[4254 1685],"[(4199, 4250, 1677, 1743)]"
1500,37601,[4507 4296],"[(4442, 4497, 4263, 4338)]"
1503,16657,[4491 6179],"[(4292, 4341, 6093, 6160)]"
1504,2777,[4262 4099],"[(4239, 4290, 4069, 4122)]"
1506,14338,[4317 1718],"[(4266, 4321, 1753, 1817)]"
1507,7732,[4288 5236],"[(4274, 4327, 5189, 5238)]"
1508,104166,[4604 4552],"[(4739, 4793, 4522, 4597)]"
1509,505843,[5490 2267],"[(4579, 4634, 2051, 2127), (5260, 5315, 1966, 2042), (5665, 5719, 2199, 2275), (5891, 5946, 2474, 2550)]"
1510,12447,[4326 1118],"[(4308, 4362, 1074, 1149)]"
1511,4110,[4287 6177],"[(4267, 4322, 6144, 6208)]"
1513,6548,[4322 4626],"[(4274, 4329, 4598, 4660)]"
1515,5423,[4295 3888],"[(4275, 4329, 3848, 3924)]"
1516,6759,[4369 3967],"[(4367, 4419, 3893, 3966)]"
1519,5316,[4340 4873],"[(4269, 4323, 4849, 4902)]"
1520,7615,[4338  493],"[(4273, 4328, 453, 522)]"
1521,14686,[4442 4818],"[(4474, 4528, 4773, 4847)]"
1522,22522,[4391 3113],"[(4390, 4443, 2902, 2976)]"
1524,14657,[4478  732],"[(4528, 4582, 710, 773)]"
1525,8996,[4373 5886],"[(4318, 4373, 5857, 5923)]"
1527,35790,[4880 1725],"[(4769, 4824, 1689, 1764), (5430, 5467, 1549, 1606)]"
1528,7716,[4378 5797],"[(4378, 4433, 5791, 5848)]"
1529,10255,[4405 1824],"[(4338, 4392, 1761, 1834)]"
1530,1783,[4313 5819],"[(4286, 4337, 5801, 5838)]"
1531,6945,[4366 4452],"[(4372, 4427, 4412, 4474)]"
1532,28198,[4557  840],"[(4580, 4635, 837, 911)]"
1537,8667,[4383 5776],"[(4369, 4423, 5746, 5810)]"
1538,22209,[4685 4334],"[(4787, 4842, 4285, 4360)]"
1541,8667,[4383 5487],"[(4329, 4384, 5481, 5555)]"
1543,4137,[4392 6227],"[(4401, 4450, 6201, 6265)]"
1544,7122,[4384 4755],"[(4355, 4410, 4722, 4785)]"
1545,2669,[4345 2969],"[(4320, 4371, 2931, 3004)]"
1547,3971,[4432 4886],"[(4425, 4475, 4848, 4914)]"
1549,8597,[4432 1665],"[(4338, 4386, 1669, 1731)]"
1552,65193,[4734 3878],"[(4799, 4854, 3844, 3921)]"
1553,1508,[4367 5213],"[(4341, 4394, 5191, 5237)]"
1554,8208,[4462  631],"[(4371, 4424, 595, 661)]"
1555,7398,[4451 5003],"[(4494, 4545, 4908, 4975)]"
1557,68990,[4861 6214],"[(4660, 4715, 6141, 6216), (4854, 4909, 6207, 6282)]"
1558,47105,[4599 4927],"[(4601, 4656, 4933, 4996)]"
1561,20579,[4571 5470],"[(4433, 4487, 5436, 5499)]"
1563,6418,[4457 1033],"[(4435, 4490, 1000, 1074)]"
1564,47875,[4689  417],"[(4831, 4885, 363, 431)]"
1565,9227,[4504 1705],"[(4544, 4599, 1657, 1720)]"
1566,57044,[4736 6014],"[(4960, 5014, 6068, 6132)]"
1567,114503,[5115  380],"[(4644, 4699, 283, 347), (5175, 5230, 355, 419)]"
1568,7282,[4425 1640],"[(4402, 4457, 1612, 1675)]"
1571,33236,[4860 4436],"[(4694, 4748, 4369, 4442), (5426, 5481, 4495, 4568)]"
1572,42228,[4826 5112],"[(4705, 4760, 5085, 5149), (5204, 5259, 5085, 5149)]"
1573,36747,[4853 6284],"[(5015, 5070, 6233, 6308)]"
1575,12673,[4538 5521],"[(4497, 4551, 5479, 5546)]"
1576,28724,[4835 1792],"[(4666, 4721, 1748, 1824)]"
1577,1381,[4411 5042],"[(4389, 4433, 5010, 5074)]"
1582,19107,[4780 1697],"[(4902, 4957, 1604, 1678)]"
1583,7714,[4472 5182],"[(4417, 4471, 5160, 5223)]"
1585,8931,[4540 5982],"[(4554, 4609, 5951, 6012)]"
1588,3393,[4479 5613],"[(4462, 4512, 5589, 5658)]"
1589,3802,[4481  567],"[(4440, 4494, 544, 592)]"
1590,7417,[4521 1031],"[(4537, 4591, 966, 1040)]"
1594,5152,[4511 5215],"[(4513, 4564, 5176, 5237)]"
1595,9663,[4643 1686],"[(4659, 4714, 1637, 1700)]"
1596,35732,[4732  655],"[(4708, 4763, 620, 684)]"
1597,28889,[4616 1579],"[(4529, 4583, 1557, 1631)]"
1599,11461,[4573 5098],"[(4581, 4635, 5064, 5129)]"
1602,15190,[4614 3329],"[(4651, 4702, 3197, 3269)]"
1603,11848,[4518 3900],"[(4478, 4532, 3865, 3941)]"
1604,9465,[4476 3055],"[(4449, 4504, 2989, 3066)]"
1608,27294,[4618 5688],"[(4659, 4714, 5570, 5644)]"
1609,16130,[4719 5369],"[(4483, 4538, 5331, 5397)]"
1611,5678,[4541 1429],"[(4487, 4542, 1413, 1477)]"
1612,12728,[4592 4724],"[(4578, 4633, 4683, 4758)]"
1615,13774,[4583 4534],"[(4616, 4671, 4490, 4564)]"
1616,1875,[4524 6100],"[(4491, 4541, 6064, 6123)]"
1617,76258,[4799 1108],"[(4733, 4787, 1116, 1190)]"
1618,19744,[4688 1460],"[(4505, 4559, 1463, 1532)]"
1619,12847,[4611 2284],"[(4584, 4639, 2234, 2311)]"
1620,7615,[4613 4654],"[(4615, 4670, 4602, 4673)]"
1622,3930,[4550 5006],"[(4520, 4574, 4974, 5037)]"
1624,4683,[4616   31],"[(4576, 4630, 15, 54)]"
1627,8311,[4607 1139],"[(4575, 4629, 1073, 1143)]"
1628,9477,[4653  213],"[(4661, 4716, 175, 238)]"
1629,45538,[4922 6113],"[(5114, 5169, 6050, 6124)]"
1630,3156,[4581 5793],"[(4541, 4593, 5771, 5818)]"
1631,143360,[4867 3125],"[(4844, 4899, 3220, 3296)]"
1632,2174,[4570 4554],"[(4544, 4599, 4531, 4578)]"
1633,13282,[4843 4897],"[(4941, 4996, 4862, 4931)]"
1634,19377,[4739 5646],"[(4575, 4630, 5635, 5698)]"
1636,49387,[4920 5227],"[(4814, 4868, 5181, 5249)]"
1637,35565,[4792 4849],"[(4623, 4677, 4808, 4882)]"
1640,54859,[5009 5443],"[(5064, 5119, 5418, 5492)]"
1642,28468,[4819  996],"[(4624, 4678, 964, 1027)]"
1644,46190,[4948 5762],"[(4717, 4772, 5745, 5809)]"
1648,4541,[4637 2877],"[(4609, 4659, 2832, 2903)]"
1651,19296,[4837  915],"[(4866, 4921, 866, 940)]"
1655,1998,[4657  932],"[(4633, 4685, 910, 956)]"
1658,6618,[4749 4280],"[(4741, 4795, 4245, 4316)]"
1659,96376,[5074 5020],"[(4942, 4997, 5041, 5116), (5409, 5464, 5067, 5141)]"
1660,26142,[4920 4745],"[(4915, 4969, 4684, 4753)]"
1663,6843,[4738 5690],"[(4726, 4781, 5661, 5724)]"
1664,24766,[4968 1214],"[(4914, 4969, 1180, 1254)]"
1665,9907,[4788 5837],"[(4709, 4764, 5808, 5880)]"
1667,17142,[4751 2991],"[(4766, 4821, 2940, 3016)]"
1668,5852,[4733 3972],"[(4725, 4776, 3954, 4025)]"
1669,20802,[4799 5954],"[(4721, 4776, 5882, 5945)]"
1672,3915,[4743 3643],"[(4713, 4768, 3619, 3668)]"
1673,11380,[4761 3191],"[(4711, 4766, 3205, 3281)]"
1676,14311,[4907 1053],"[(4921, 4976, 1071, 1136)]"
1677,45545,[5010 1415],"[(4955, 5010, 1389, 1463)]"
1678,6436,[4773 4680],"[(4742, 4796, 4652, 4715)]"
1679,2978,[4774 5535],"[(4759, 4808, 5506, 5566)]"
1681,5835,[4828  834],"[(4824, 4870, 792, 857)]"
1682,20236,[4982 5952],"[(5037, 5092, 5904, 5978)]"
1683,5150,[4761 3100],"[(4731, 4777, 3093, 3158)]"
1685,2256,[4763 6212],"[(4735, 4790, 6188, 6236)]"
1689,7517,[4820   60],"[(4789, 4843, 29, 103)]"
1690,8519,[4833 5582],"[(4842, 4896, 5545, 5606)]"
1691,12045,[4889 5723],"[(4872, 4926, 5698, 5761)]"
1697,9392,[4843 6077],[]
1699,15300,[4919  838],"[(4944, 4999, 798, 861)]"
1701,13687,[4903 4676],"[(4851, 4906, 4634, 4709)]"
1703,18586,[4912 5874],"[(4818, 4872, 5860, 5923)]"
1704,20554,[4946 2179],"[(4954, 5008, 2130, 2207)]"
1705,18946,[4956 4185],"[(4969, 5024, 4100, 4172)]"
1711,19130,[5178 4191],"[(5251, 5306, 4093, 4170)]"
1712,20241,[5059 4598],"[(5228, 5283, 4626, 4690)]"
1719,54694,[5327 4540],"[(4970, 5008, 4536, 4588), (5077, 5131, 4474, 4549), (5532, 5587, 4505, 4580)]"
1720,60972,[5182 5666],"[(5081, 5136, 5634, 5708)]"
1722,65893,[5423 4936],"[(5099, 5153, 4878, 4942), (5508, 5563, 4841, 4904)]"
1724,2542,[4878 4524],"[(4851, 4906, 4494, 4553)]"
1726,30193,[5163 5980],"[(5172, 5227, 5904, 5972)]"
1727,16189,[5179 4457],"[(5181, 5235, 4449, 4520)]"
1728,32368,[5120  241],"[(5174, 5228, 233, 296)]"
1729,6142,[5004 5997],"[(4905, 4959, 5977, 6031)]"
1732,82097,[5153 2342],"[(5109, 5164, 2284, 2360)]"
1734,6468,[4920 2891],"[(4892, 4947, 2833, 2910)]"
1736,25390,[5359 5000],"[(5260, 5314, 4983, 5057)]"
1737,1752,[4948  871],"[(4918, 4972, 850, 891)]"
1738,17522,[4977  539],"[(4940, 4994, 529, 592)]"
1739,9959,[5053 4678],"[(5034, 5087, 4645, 4717)]"
1741,16884,[5082 4232],"[(5069, 5124, 4191, 4266)]"
1742,9736,[5025 1696],"[(4970, 5025, 1661, 1737)]"
1743,3618,[4956 5181],"[(4920, 4975, 5155, 5217)]"
1744,24493,[5111 5504],"[(4994, 5048, 5507, 5570)]"
1746,5047,[4994 4388],"[(4976, 5030, 4348, 4419)]"
1747,17236,[5135   67],"[(5146, 5200, 19, 93)]"
1750,70954,[5331  555],"[(5288, 5342, 480, 548)]"
1751,7449,[5095 5020],"[(5078, 5132, 4998, 5043)]"
1752,1037,[4983   31],"[(4958, 5007, 15, 51)]"
1753,2715,[5063 4572],[]
1756,8960,[5100 1542],"[(5153, 5208, 1506, 1569)]"
1757,33233,[5285   86],"[(5067, 5122, 107, 176)]"
1758,29159,[5116  566],"[(5021, 5076, 576, 651)]"
1759,23332,[5169 5876],"[(5023, 5078, 5792, 5866)]"
1760,4466,[5042 5619],"[(5026, 5074, 5582, 5650)]"
1763,10405,[5118 1607],"[(5060, 5115, 1581, 1655)]"
1764,4115,[5064 1234],"[(5053, 5108, 1196, 1265)]"
1766,1051,[5049  556],"[(5039, 5077, 532, 574)]"
1767,11985,[5142 4643],"[(5147, 5201, 4606, 4681)]"
1768,3584,[5048 3018],"[(5026, 5075, 2980, 3050)]"
1769,13384,[5144  543],"[(5139, 5193, 514, 588)]"
1770,7929,[5113  746],"[(5058, 5113, 712, 787)]"
1771,102974,[5468 4742],"[(5190, 5244, 4765, 4840), (5612, 5667, 4711, 4785)]"
1773,198608,[5470 2671],[]
1774,26274,[5304 4937],"[(5214, 5269, 4902, 4965)]"
1779,2102,[5068 3099],"[(5044, 5096, 3065, 3132)]"
1784,163060,[5703  217],"[(5302, 5357, 125, 199), (5848, 5903, 147, 221)]"
1786,12781,[5208 5183],"[(5161, 5216, 5155, 5229)]"
1788,28399,[5212 1021],"[(5123, 5178, 917, 992)]"
1791,2998,[5143  893],"[(5115, 5169, 865, 919)]"
1795,26110,[5368 5813],"[(5443, 5497, 5775, 5844)]"
1797,7909,[5167 3944],"[(5154, 5205, 3902, 3961), (5155, 5205, 3921, 3972)]"
1799,5360,[5291  760],"[(5256, 5310, 732, 785)]"
1800,38374,[5736 4807],"[(5185, 5234, 4843, 4899), (5813, 5867, 4755, 4824)]"
1801,37609,[5485 1480],"[(5483, 5537, 1465, 1528)]"
1803,6001,[5230  652],"[(5196, 5247, 621, 692)]"
1804,39908,[5321 1076],"[(5184, 5239, 1020, 1094)]"
1809,5011,[5207 5590],"[(5161, 5216, 5572, 5635)]"
1811,11452,[5315 5212],"[(5264, 5318, 5193, 5256)]"
1815,155374,[5985  977],"[(5467, 5521, 906, 975), (6014, 6068, 1038, 1106)]"
1817,200298,[6315 5010],"[(5722, 5777, 5034, 5102), (6396, 6450, 4952, 5020), (6753, 6807, 4943, 5012)]"
1818,1483,[5208 1214],"[(5183, 5234, 1191, 1237)]"
1820,10045,[5304 1161],"[(5268, 5323, 1107, 1175)]"
1822,3924,[5279  684],"[(5249, 5304, 648, 710)]"
1823,10742,[5443 1323],"[(5528, 5576, 1290, 1350)]"
1824,59858,[5507 5525],"[(5442, 5497, 5454, 5523)]"
1825,39091,[5418 1215],"[(5372, 5427, 1174, 1248)]"
1827,477936,[6049 5533],"[(5663, 5718, 5861, 5924), (5770, 5825, 5618, 5681), (5878, 5933, 5707, 5770), (6270, 6325, 5154, 5218), (6818, 6873, 5198, 5261)]"
1828,17170,[5498 1517],"[(5340, 5395, 1478, 1553)]"
1829,13264,[5356 2469],"[(5313, 5358, 2439, 2506)]"
1831,10059,[5404  215],"[(5345, 5400, 186, 242)]"
1833,6184,[5284 5590],"[(5240, 5295, 5559, 5634)]"
1835,1443,[5242 6301],"[(5216, 5268, 6268, 6324)]"
1838,3692,[5270 4023],"[(5232, 5284, 3993, 4048)]"
1839,259672,[6426  257],"[(5483, 5538, 314, 389), (6231, 6285, 317, 392), (6982, 7037, 72, 147)]"
1840,11493,[5424 4760],"[(5286, 5339, 4714, 4777)]"
1841,32610,[5486 4647],"[(5457, 5512, 4618, 4687)]"
1842,2654,[5316 5832],"[(5322, 5366, 5810, 5849)]"
1846,26081,[5541 6284],"[(5358, 5412, 6247, 6316)]"
1847,2783,[5291 6089],"[(5266, 5316, 6059, 6120)]"
1850,13287,[5530 1043],"[(5497, 5552, 1010, 1073)]"
1853,17100,[5448 6016],"[(5521, 5570, 5898, 5962)]"
1854,68757,[5669 1912],"[(5631, 5686, 1888, 1965)]"
1855,3601,[5429 5705],"[(5405, 5445, 5685, 5734)]"
1856,4140,[5389 1018],"[(5366, 5421, 988, 1049)]"
1857,17860,[5588 5414],"[(5625, 5680, 5361, 5424)]"
1858,12377,[5582   61],"[(5632, 5687, 15, 77)]"
1861,43963,[5820 6248],"[(5902, 5956, 6212, 6286)]"
1863,19300,[5643 2088],"[(5379, 5434, 2067, 2129)]"
1864,8518,[5512 1422],"[(5419, 5474, 1387, 1450)]"
1867,33476,[5603 5663],"[(5723, 5778, 5556, 5620)]"
1868,47946,[5703 1049],"[(5605, 5660, 951, 1025)]"
1869,10124,[5502  600],"[(5494, 5548, 570, 634)]"
1870,30321,[5717 6162],"[(5709, 5764, 6127, 6201)]"
1871,37251,[5660  847],"[(5649, 5703, 808, 871)]"
1872,11051,[5478 5240],"[(5454, 5509, 5206, 5274)]"
1873,11959,[5596  108],"[(5641, 5696, 62, 132)]"
1875,3395,[5643 2067],"[(5415, 5454, 2055, 2079)]"
1876,37529,[6198 2117],"[(5953, 5990, 2032, 2085), (6063, 6107, 2042, 2107)]"
1878,89747,[5863 5970],"[(5486, 5541, 6121, 6184)]"
1880,22222,[5699  524],"[(5609, 5664, 534, 597)]"
1881,9969,[5582 6275],"[(5580, 5634, 6244, 6307)]"
1883,5387,[5512 5386],"[(5469, 5524, 5357, 5420)]"
1884,2412,[5643 2059],"[(5735, 5772, 2050, 2069)]"
1885,52461,[5876  702],"[(5559, 5614, 674, 748)]"
1886,52060,[5751 1368],"[(5610, 5665, 1293, 1356)]"
1888,3181,[5574 1957],[]
1889,5693,[5543 3334],"[(5517, 5571, 3291, 3368)]"
1890,8206,[5612 6028],"[(5622, 5675, 5954, 6024)]"
1893,2254,[5554 6052],"[(5527, 5573, 6025, 6082)]"
1894,3468,[5553 2786],"[(5521, 5570, 2748, 2816)]"
1895,21806,[5858 5365],"[(5847, 5901, 5345, 5413)]"
1896,7078,[5604 3821],"[(5546, 5600, 3796, 3872)]"
1897,45785,[5881 1209],"[(6060, 6115, 1215, 1283)]"
1900,2340,[5598 4420],"[(5595, 5634, 4376, 4435)]"
1902,20066,[5676 2798],"[(5681, 5736, 2832, 2905)]"
1905,103847,[5956 4558],"[(6215, 6270, 4606, 4679)]"
1907,3201,[5639 5733],"[(5614, 5658, 5704, 5768)]"
1909,38563,[5840 1317],"[(5828, 5882, 1254, 1317)]"
1910,11453,[5780   72],"[(5747, 5801, 42, 111)]"
1911,3298,[5655 1226],"[(5627, 5672, 1196, 1262)]"
1912,32681,[5806 3321],"[(5728, 5782, 3235, 3311)]"
1913,8745,[5745 4852],"[(5766, 5821, 4816, 4881)]"
1914,3734,[5655 1747],"[(5629, 5683, 1718, 1781)]"
1915,25896,[5803  600],"[(5760, 5815, 578, 641)]"
1917,2398,[5669  733],"[(5648, 5691, 701, 764)]"
1918,6248,[5735 5790],"[(5765, 5805, 5753, 5813)]"
1921,2572,[5681  191],"[(5652, 5704, 170, 220)]"
1923,13669,[5857  362],"[(5740, 5795, 340, 401)]"
1925,10324,[5760 5227],"[(5698, 5752, 5197, 5265)]"
1928,3870,[5722 5794],"[(5687, 5738, 5764, 5835)]"
1929,10192,[5738 4472],"[(5715, 5770, 4430, 4507)]"
1932,293819,[6369 4408],"[(6047, 6101, 4380, 4456), (6548, 6602, 4397, 4473)]"
1934,7819,[5768  530],"[(5760, 5814, 489, 563)]"
1935,9380,[5780 4576],"[(5709, 5764, 4533, 4610)]"
1937,11110,[5763 2641],"[(5724, 5779, 2608, 2684)]"
1938,27717,[6088 2214],"[(6024, 6078, 2160, 2233)]"
1939,11508,[5849 6071],"[(5840, 5895, 6031, 6106)]"
1941,28612,[5967 4268],"[(5869, 5924, 4223, 4300)]"
1942,7967,[5844 5898],"[(5802, 5857, 5867, 5935)]"
1944,15320,[5875 2006],"[(5875, 5929, 1978, 2051)]"
1945,63602,[5967 3083],"[(5983, 6037, 3075, 3151)]"
1947,199679,[6128 2767],"[(6149, 6204, 2383, 2460), (6168, 6223, 2731, 2807)]"
1949,18920,[5930 4862],"[(5920, 5975, 4821, 4884)]"
1950,6891,[5862 5955],"[(5817, 5872, 5926, 5984)]"
1951,6088,[5842  814],"[(5803, 5858, 785, 849)]"
1955,8532,[5842 1595],"[(5790, 5845, 1548, 1624)]"
1956,211340,[6391 6117],"[(6009, 6064, 6035, 6104), (6605, 6660, 6090, 6159)]"
1957,1416,[5835  651],"[(5815, 5865, 624, 669)]"
1959,28293,[6245 4844],"[(6213, 6266, 4824, 4897)]"
1960,6230,[5894 5448],"[(5864, 5918, 5419, 5482)]"
1961,45715,[6213  762],"[(5962, 6017, 777, 840)]"
1962,35924,[6038  473],"[(6005, 6060, 442, 511)]"
1963,4466,[5919 4931],"[(5872, 5919, 4907, 4972)]"
1965,6242,[5944 5031],"[(5911, 5965, 4996, 5070)]"
1966,5460,[5906 1714],"[(5913, 5968, 1684, 1748)]"
1967,26970,[6074  685],"[(5973, 6027, 649, 718)]"
1968,66697,[6303 3259],"[(6618, 6673, 3119, 3196)]"
1969,17114,[6125 1376],"[(6230, 6285, 1355, 1418)]"
1970,9029,[5946 4742],"[(5920, 5975, 4707, 4781)]"
1971,3722,[5913 1043],"[(5889, 5944, 1012, 1071)]"
1972,59311,[6317 5779],"[(6330, 6385, 5642, 5716)]"
1975,30675,[6134 1210],"[(5928, 5983, 1091, 1155)]"
1976,7383,[5996 4170],"[(5896, 5951, 4134, 4205)]"
1979,326,[5902 3528],"[(5885, 5921, 3508, 3548)]"
1980,20052,[6163 5267],"[(5912, 5967, 5222, 5296)]"
1981,7510,[6026 1426],"[(5923, 5977, 1386, 1460)]"
1983,28134,[6172  576],"[(5949, 6004, 549, 613)]"
1985,17224,[6153 4822],"[(6186, 6241, 4774, 4848)]"
1988,7932,[6002  897],"[(5951, 6005, 879, 943)]"
1989,131558,[6364  113],"[(6160, 6214, 66, 135), (6483, 6538, 55, 124)]"
1991,5974,[6001 3502],"[(5987, 6037, 3458, 3530)]"
1994,33552,[6210  824],"[(6151, 6206, 798, 872)]"
1997,3685,[6097 4711],"[(6075, 6115, 4686, 4742)]"
1998,10308,[6073 1309],"[(6005, 6060, 1260, 1334)]"
1999,25070,[6132 6233],"[(6125, 6180, 6215, 6278)]"
2000,17603,[6161 3251],"[(6332, 6381, 3115, 3180)]"
2001,16212,[6209 1439],"[(6038, 6093, 1393, 1467)]"
2002,10337,[6098 5482],"[(6077, 6128, 5441, 5512)]"
2003,101113,[7198 5183],"[(6949, 7004, 5115, 5178), (7506, 7561, 5279, 5342)]"
2006,11034,[6144 2168],"[(6136, 6191, 2140, 2216)]"
2007,82253,[6416 1032],"[(6233, 6288, 1023, 1098)]"
2008,3439,[6082 1501],"[(6051, 6106, 1474, 1530)]"
2009,42516,[6172 1920],"[(6122, 6177, 1917, 1993)]"
2011,84237,[6386 2899],"[(6414, 6469, 2835, 2912)]"
2012,73186,[6493 5494],"[(6414, 6468, 5543, 5607)]"
2014,10867,[6186 2129],"[(6224, 6279, 2096, 2173)]"
2015,2251,[6097 5732],"[(6071, 6125, 5707, 5758)]"
2016,16743,[6288 1519],"[(6215, 6270, 1465, 1524)]"
2017,6005,[6135 3294],"[(6116, 6169, 3253, 3326)]"
2018,795,[6094   29],"[(6070, 6115, 15, 50)]"
2019,3510,[6133 5879],"[(6112, 6167, 5852, 5916)]"
2020,14448,[6353 4694],"[(6139, 6194, 4732, 4795)]"
2021,16216,[6206 4994],"[(6130, 6184, 4913, 4987)]"
2024,5259,[6189 1330],"[(6188, 6243, 1298, 1363)]"
2026,7241,[6211 1671],"[(6245, 6288, 1678, 1741)]"
2028,3129,[6142 4588],"[(6124, 6177, 4560, 4622)]"
2029,10476,[6209 3191],"[(6180, 6234, 3154, 3229)]"
