label,point_count,center,number_candidates
2227,995,[4048 5154],"[(4028, 4070, 5127, 5183)]"
2228,13839,[4092 1222],"[(4042, 4097, 1251, 1325)]"
2230,7659,[4170 4105],"[(4230, 4284, 4061, 4134)]"
2231,359,[4047 4607],[]
2235,11379,[4102 2197],"[(4088, 4143, 2236, 2313)]"
2236,3057,[4070  716],"[(4044, 4096, 683, 754)]"
2238,3658,[4102 3740],"[(4095, 4143, 3691, 3754)]"
2239,23507,[4189 3884],"[(4138, 4192, 3843, 3920)]"
2240,1294,[4091  215],"[(4084, 4124, 196, 255)]"
2242,12887,[4108  900],"[(4092, 4147, 822, 899)]"
2245,659,[4075 1146],[]
2246,3602,[4113  759],"[(4083, 4134, 721, 792)]"
2247,19757,[4150 1274],"[(4093, 4148, 1314, 1390)]"
2249,7356,[4142 2359],"[(4075, 4126, 2363, 2436)]"
2250,14354,[4144 2490],"[(4079, 4134, 2435, 2512)]"
2251,24311,[4218 7140],"[(4120, 4175, 7094, 7170)]"
2254,4750,[4123 3644],"[(4081, 4135, 3622, 3695)]"
2256,5899,[4132 1012],"[(4089, 4144, 999, 1075)]"
2257,9410,[4153  676],"[(4134, 4188, 611, 688), (4150, 4180, 664, 714)]"
2259,2519,[4139 3682],"[(4133, 4179, 3641, 3703)]"
2262,664,[4119 4122],"[(4098, 4141, 4106, 4138)]"
2263,23551,[4218 3756],"[(4183, 4238, 3679, 3755)]"
2266,414,[4114  722],"[(4098, 4132, 701, 742)]"
2267,1081,[4115 1290],"[(4098, 4136, 1257, 1323)]"
2272,11083,[4191 6700],"[(4182, 4236, 6731, 6804)]"
2273,41911,[4300  189],"[(4332, 4387, 119, 194)]"
2281,1549,[4133 1699],"[(4111, 4158, 1667, 1735)]"
2286,2604,[4150   52],[]
2288,13327,[4163 4730],"[(4130, 4185, 4709, 4786)]"
2289,1071,[4139 1654],"[(4115, 4158, 1628, 1681)]"
2290,27195,[4195 3121],"[(4154, 4209, 3161, 3238)]"
2292,23639,[4222 6251],"[(4202, 4257, 6203, 6280)]"
2293,2270,[4157 1715],"[(4137, 4184, 1688, 1756)]"
2295,5747,[4167 6230],"[(4139, 4193, 6188, 6265)]"
2296,1115,[4156 1175],"[(4134, 4177, 1143, 1205)]"
2299,3753,[4172 2400],"[(4141, 4188, 2362, 2428)]"
2302,14764,[4248 3648],"[(4177, 4232, 3571, 3647)]"
2303,4933,[4221 1815],"[(4197, 4248, 1790, 1862)]"
2304,4034,[4201 6918],"[(4173, 4214, 6899, 6961)]"
2307,11191,[4232   98],"[(4174, 4229, 104, 180)]"
2315,8192,[4242  731],"[(4197, 4252, 741, 814)]"
2316,5311,[4200 2848],"[(4169, 4224, 2814, 2888)]"
2317,4718,[4211 6378],"[(4177, 4223, 6312, 6378)]"
2318,2510,[4212  687],[]
2319,983,[4183 2429],"[(4164, 4203, 2400, 2460)]"
2320,1544,[4190 2527],"[(4168, 4213, 2494, 2560)]"
2321,13427,[4221 6617],"[(4185, 4239, 6525, 6602)]"
2322,13448,[4221  998],"[(4199, 4254, 970, 1047)]"
2323,973,[4195  736],"[(4174, 4215, 706, 761)]"
2329,1591,[4218  642],[]
2334,5193,[4263 6521],"[(4230, 4285, 6489, 6560)]"
2338,2202,[4230 2407],"[(4207, 4255, 2370, 2439)]"
2340,16893,[4339 3613],"[(4336, 4391, 3593, 3669)]"
2343,5197,[4252 2799],"[(4240, 4295, 2776, 2853)]"
2348,3317,[4229 2754],"[(4206, 4254, 2720, 2790)]"
2349,6180,[4273 7090],"[(4249, 4304, 7045, 7121)]"
2355,4923,[4277  254],"[(4268, 4319, 181, 254)]"
2358,23156,[4345 6626],"[(4391, 4446, 6533, 6608)]"
2361,15260,[4295  461],"[(4280, 4335, 384, 460)]"
2363,17286,[4312 7817],"[(4275, 4329, 7797, 7873)]"
2364,5087,[4287 1075],"[(4263, 4318, 1046, 1120)]"
2365,5219,[4297 7319],"[(4269, 4324, 7274, 7351)]"
2366,5486,[4285 1709],"[(4255, 4307, 1688, 1760)]"
2367,1845,[4282 2760],"[(4260, 4307, 2728, 2794)]"
2368,12849,[4316 3424],"[(4292, 4347, 3389, 3465)]"
2370,18957,[4316 3098],"[(4288, 4343, 3101, 3177)]"
2371,2269,[4290 3647],"[(4263, 4316, 3612, 3684)]"
2372,5585,[4308 7230],"[(4277, 4331, 7196, 7272)]"
2373,1472,[4286 2059],"[(4266, 4308, 2040, 2095)]"
2374,7422,[4298 1881],"[(4275, 4326, 1850, 1922)]"
2375,1940,[4295  888],"[(4272, 4320, 854, 924)]"
2377,5595,[4307 2327],"[(4279, 4334, 2280, 2355)]"
2378,4076,[4314 6780],"[(4285, 4339, 6749, 6824)]"
2380,1648,[4296 6577],"[(4276, 4322, 6547, 6609)]"
2381,1480,[4301 6740],"[(4275, 4327, 6714, 6766)]"
2385,28624,[4477 4461],"[(4437, 4492, 4423, 4500)]"
2386,1322,[4320   32],[]
2387,1686,[4306 2403],"[(4282, 4326, 2390, 2446)]"
2388,5622,[4324 2811],"[(4301, 4356, 2760, 2837)]"
2389,650,[4306  705],"[(4286, 4326, 687, 723)]"
2393,19697,[4370 2348],"[(4320, 4375, 2360, 2435)]"
2394,2807,[4329 6546],"[(4294, 4343, 6518, 6587)]"
2395,4150,[4352 6655],"[(4331, 4376, 6635, 6701)]"
2401,2801,[4354 4083],"[(4335, 4390, 4059, 4111)]"
2403,4055,[4355  239],"[(4301, 4350, 233, 301)]"
2408,4352,[4332 2051],"[(4302, 4353, 2055, 2128)]"
2411,7601,[4342 1821],"[(4314, 4365, 1842, 1912)]"
2412,468790,[4842  936],"[(4447, 4502, 640, 716), (4540, 4595, 990, 1067), (4872, 4927, 461, 538), (4973, 5028, 979, 1056)]"
2415,9875,[4403 2120],"[(4353, 4408, 2136, 2213)]"
2419,6769,[4352 6338],"[(4321, 4368, 6207, 6264)]"
2423,4792,[4359  742],"[(4319, 4364, 761, 827)]"
2424,735,[4340  321],"[(4318, 4361, 297, 343)]"
2425,2046,[4350 2462],"[(4337, 4380, 2422, 2478)]"
2426,1521,[4349   49],"[(4343, 4385, 15, 67)]"
2432,46178,[4509  308],"[(4432, 4487, 281, 356)]"
2435,792,[4352   97],"[(4333, 4376, 78, 124)]"
2436,1802,[4357 1521],"[(4333, 4378, 1486, 1555)]"
2440,38247,[4486 5644],"[(4448, 4495, 5690, 5757), (4516, 4562, 5334, 5400)]"
2441,37826,[4492 4830],"[(4518, 4572, 4768, 4845)]"
2442,82471,[4722 6727],"[(4799, 4854, 6559, 6635)]"
2443,1645,[4365 1430],"[(4342, 4388, 1411, 1468)]"
2447,14352,[4415 1746],"[(4414, 4469, 1662, 1738)]"
2450,6275,[4403 1946],"[(4385, 4440, 1886, 1961)]"
2453,11483,[4422 1579],"[(4417, 4471, 1578, 1655)]"
2454,9513,[4400 6994],"[(4375, 4430, 6979, 7055)]"
2455,1290,[4385 1334],"[(4362, 4408, 1305, 1363)]"
2457,181530,[4555 2432],"[(4521, 4576, 2314, 2391), (4523, 4578, 2426, 2502)]"
2459,7162,[4422 1813],"[(4407, 4462, 1777, 1854)]"
2461,46473,[4582 6651],"[(4616, 4670, 6572, 6649)]"
2466,1245,[4398  524],"[(4379, 4417, 500, 563)]"
2469,1594,[4413 2981],"[(4393, 4435, 2949, 3012)]"
2470,6846,[4446  825],"[(4407, 4459, 769, 841)]"
2471,8089,[4466  421],"[(4422, 4473, 401, 461)]"
2472,5421,[4449 5145],"[(4396, 4451, 5090, 5160)]"
2473,4664,[4453 4048],"[(4434, 4488, 4017, 4091)]"
2474,11891,[4515 6630],"[(4469, 4523, 6582, 6658)]"
2477,3151,[4425 3766],"[(4402, 4454, 3723, 3796)]"
2479,4943,[4450 2124],"[(4421, 4476, 2087, 2164)]"
2482,1036,[4434 5283],"[(4411, 4455, 5259, 5312)]"
2483,5631,[4465 2496],"[(4440, 4494, 2452, 2528)]"
2484,23585,[4585 6863],"[(4623, 4677, 6832, 6908)]"
2485,1243,[4448 4683],"[(4423, 4471, 4658, 4709)]"
2486,3987,[4477 2381],"[(4460, 4503, 2323, 2387)]"
2489,618,[4445  215],"[(4424, 4467, 200, 231)]"
2491,3821,[4484 4081],"[(4478, 4531, 4034, 4107)]"
2495,7959,[4499 1317],"[(4509, 4564, 1236, 1310)]"
2496,559332,[5643 7651],"[(4806, 4861, 7772, 7848), (5601, 5656, 7791, 7867), (6026, 6081, 7602, 7678)]"
2497,2986,[4493   44],"[(4475, 4521, 19, 85)]"
2502,753,[4458 2203],"[(4437, 4477, 2174, 2234)]"
2508,5989,[4495  783],"[(4457, 4511, 766, 843)]"
2511,3795,[4518 4110],"[(4490, 4544, 4075, 4145)]"
2512,2837,[4479 1417],"[(4452, 4506, 1383, 1459)]"
2514,3334,[4491 1288],"[(4465, 4518, 1242, 1315)]"
2515,9510,[4495 2099],"[(4463, 4518, 2017, 2091)]"
2517,753,[4477 1941],"[(4457, 4495, 1914, 1965)]"
2519,3689,[4509 3822],"[(4505, 4553, 3773, 3838)]"
2520,5899,[4531 4918],"[(4501, 4550, 4870, 4928)]"
2521,60719,[4851 6321],"[(5051, 5106, 6274, 6350)]"
2522,4372,[4501  212],"[(4468, 4522, 173, 249)]"
2524,23855,[4547 1704],"[(4531, 4586, 1699, 1773)]"
2525,2232,[4505 6553],"[(4480, 4534, 6526, 6583)]"
2534,60518,[4632 3436],"[(4517, 4547, 3620, 3670), (4604, 4659, 3352, 3429)]"
2536,3637,[4503 2861],"[(4482, 4531, 2809, 2879)]"
2538,860,[4508 3051],"[(4487, 4528, 3027, 3079)]"
2539,11546,[4554 7324],"[(4539, 4594, 7297, 7374)]"
2540,8705,[4529 2042],"[(4505, 4560, 1927, 2001)]"
2546,1463,[4514 1515],"[(4495, 4533, 1489, 1555)]"
2550,4996,[4555   61],"[(4520, 4575, 19, 93)]"
2556,1066,[4544  108],[]
2558,3043,[4566 4911],"[(4529, 4577, 4842, 4892)]"
2559,3688,[4544 5019],"[(4520, 4571, 5004, 5077)]"
2560,4535,[4570 3940],"[(4551, 4605, 3896, 3970)]"
2561,2326,[4554 1875],"[(4526, 4578, 1836, 1910)]"
2562,1737,[4548 4675],"[(4525, 4574, 4641, 4711)]"
2568,2423,[4599 4658],"[(4578, 4628, 4638, 4684)]"
2570,706,[4548 3670],"[(4534, 4563, 3639, 3699)]"
2571,6661,[4597 4023],"[(4569, 4624, 3983, 4060)]"
2573,23615,[4867 6124],"[(4734, 4788, 6094, 6165)]"
2575,63713,[4915 4652],"[(5173, 5228, 4537, 4614)]"
2581,4262,[4578 2054],"[(4567, 4615, 1961, 2029)]"
2587,80736,[4897 5923],"[(4670, 4724, 5884, 5960)]"
2588,28713,[4718 4482],"[(4715, 4770, 4485, 4558)]"
2591,990,[4577 3590],"[(4558, 4602, 3567, 3614)]"
2592,4633,[4596 4503],"[(4572, 4625, 4466, 4538)]"
2593,44032,[4828 4223],"[(4875, 4930, 4166, 4242)]"
2595,9362,[4638  109],"[(4639, 4693, 79, 153)]"
2597,54426,[4764 3950],"[(4755, 4810, 3915, 3991)]"
2598,2653,[4606 4799],"[(4586, 4629, 4773, 4837)]"
2599,5637,[4642   54],"[(4650, 4698, 15, 82)]"
2601,8024,[4625 4845],"[(4602, 4657, 4853, 4927)]"
2603,3194,[4613 1565],"[(4591, 4638, 1519, 1587)]"
2608,575,[4604  234],"[(4583, 4626, 217, 253)]"
2609,5569,[4617 4961],"[(4583, 4639, 4893, 5007)]"
2610,828,[4604 1871],"[(4585, 4622, 1841, 1895)]"
2613,2326,[4635 4528],"[(4614, 4666, 4496, 4562)]"
2614,2952,[4638 4580],"[(4635, 4685, 4564, 4628)]"
2617,9527,[4650 1989],"[(4628, 4683, 1928, 2002)]"
2620,6077,[4656 2718],"[(4618, 4671, 2685, 2758)]"
2623,188294,[5161 5666],"[(5018, 5073, 5624, 5700), (5365, 5420, 5639, 5716)]"
2624,1543,[4633 1813],"[(4606, 4659, 1789, 1843)]"
2626,18416,[4671 7148],"[(4625, 4680, 7016, 7093)]"
2628,31969,[4718  256],"[(4645, 4710, 213, 290), (4669, 4724, 151, 225)]"
2630,4497,[4655 2645],"[(4629, 4684, 2614, 2688)]"
2631,9120,[4716 4377],"[(4644, 4699, 4314, 4386)]"
2635,92121,[4840 2160],"[(4789, 4844, 2221, 2298)]"
2636,38055,[4892 4940],"[(4910, 4964, 4906, 4983)]"
2638,4188,[4717 4898],"[(4696, 4751, 4865, 4930)]"
2640,9307,[4725 6508],"[(4681, 4736, 6473, 6549)]"
2642,32730,[4793  749],"[(4826, 4881, 666, 742)]"
2645,124549,[5164 5380],"[(5036, 5091, 5339, 5415), (5275, 5329, 5350, 5426)]"
2646,2101,[4685 2161],"[(4662, 4707, 2128, 2193)]"
2647,1121,[4675 1379],"[(4655, 4697, 1348, 1411)]"
2649,378,[4681  251],"[(4661, 4699, 234, 268)]"
2650,4690,[4708  699],"[(4668, 4722, 671, 746)]"
2651,979,[4681 2725],"[(4660, 4707, 2704, 2751)]"
2653,45626,[4923 4524],"[(4966, 5021, 4495, 4572)]"
2656,2168,[4699 2599],"[(4678, 4724, 2569, 2636)]"
2658,1931,[4708 6755],"[(4684, 4735, 6721, 6785)]"
2660,17710,[4762 3399],"[(4736, 4790, 3358, 3434)]"
2662,11310,[4761   69],"[(4728, 4783, 37, 111)]"
2664,2238,[4724 1323],"[(4698, 4752, 1292, 1344)]"
2665,447785,[5301 1019],"[(4973, 5028, 402, 479), (5039, 5093, 1316, 1393), (5058, 5112, 730, 806), (5288, 5343, 552, 629), (5333, 5388, 772, 849), (5419, 5474, 1269, 1345)]"
2667,17455,[4779 2657],"[(4757, 4812, 2546, 2623)]"
2669,147604,[5312 5132],"[(4883, 4938, 5080, 5156), (5556, 5611, 5107, 5183)]"
2671,3167,[4754  287],"[(4714, 4762, 291, 356)]"
2672,7761,[4791 3270],"[(4727, 4781, 3260, 3336)]"
2673,169155,[5149 4376],"[(5026, 5081, 4328, 4404), (5401, 5456, 4466, 4542)]"
2674,8020,[4763  605],"[(4731, 4785, 592, 668)]"
2677,135632,[5239 4820],"[(4860, 4915, 4756, 4832), (5431, 5485, 4798, 4874)]"
2679,1119,[4765  166],[]
2680,5174,[4775 1988],"[(4745, 4800, 1953, 2027)]"
2686,4540,[4788 1729],"[(4758, 4813, 1687, 1764)]"
2688,55885,[5251 4969],"[(5332, 5386, 4942, 5018)]"
2691,1552,[4786 2484],"[(4765, 4806, 2452, 2514)]"
2693,2431,[4819  251],"[(4797, 4850, 226, 284)]"
2696,1005,[4800 1595],"[(4778, 4824, 1572, 1623)]"
2700,2941,[4807 2149],"[(4784, 4837, 2112, 2185)]"
2701,1398,[4808 2440],"[(4784, 4828, 2408, 2470)]"
2702,1595,[4809 3308],"[(4780, 4822, 3268, 3329)]"
2703,4905,[4817 6739],"[(4792, 4847, 6694, 6770)]"
2706,3956,[4827 2876],"[(4791, 4838, 2809, 2877)]"
2711,3822,[4821 7152],"[(4797, 4847, 7095, 7167)]"
2715,1745,[4838   66],"[(4819, 4861, 35, 97)]"
2716,13745,[4897  104],"[(4868, 4923, 15, 88)]"
2718,1066,[4832 3382],"[(4809, 4855, 3357, 3411)]"
2720,1122,[4834 5774],"[(4809, 4857, 5749, 5799)]"
2722,1444,[4840  105],"[(4815, 4858, 79, 142)]"
2730,7730,[4871 1775],"[(4844, 4898, 1718, 1795)]"
2731,3240,[4854 3293],"[(4834, 4883, 3247, 3315)]"
2732,6297,[4886  232],"[(4857, 4912, 191, 264)]"
2735,12592,[4903 6455],"[(4871, 4926, 6423, 6499)]"
2736,232362,[5183 3162],"[(4905, 4960, 3330, 3406)]"
2737,370,[4857   27],"[(4840, 4878, 15, 42)]"
2738,4276,[4894  622],"[(4862, 4916, 592, 669)]"
2740,3406,[4905 3192],"[(4869, 4914, 3180, 3245)]"
2741,71506,[5085 1683],"[(5053, 5108, 1521, 1598)]"
2743,1265,[4895  157],[]
2747,2361,[4929   63],"[(4913, 4956, 35, 92)]"
2750,2423,[4907 1771],"[(4887, 4929, 1740, 1806)]"
2757,4224,[4934  825],"[(4902, 4957, 791, 867)]"
2761,1024,[4919 1843],"[(4904, 4935, 1812, 1872)]"
2762,1675,[4935  334],"[(4909, 4961, 306, 364)]"
2763,3582,[4961 1208],"[(4950, 5001, 1165, 1233)]"
2764,10233,[4988 1974],"[(4979, 5034, 1909, 1985)]"
2766,10691,[4967  704],"[(4957, 5012, 634, 711)]"
2767,1678,[4945 1287],"[(4930, 4973, 1257, 1312)]"
2768,3841,[4957 5231],"[(4948, 5001, 5191, 5268)]"
2769,1563,[4936 1447],"[(4915, 4958, 1416, 1480)]"
2773,9928,[5006 1290],"[(4981, 5036, 1258, 1331)]"
2775,2904,[4968 6770],"[(4941, 4996, 6738, 6807)]"
2777,1813,[4970 6436],"[(4944, 4995, 6402, 6468)]"
2778,14017,[5048 7060],"[(5027, 5082, 7017, 7093)]"
2780,5237,[4987 6547],"[(4956, 5011, 6508, 6585)]"
2781,66665,[5102 3731],"[(5012, 5066, 3786, 3862)]"
2783,126375,[5243  347],"[(4976, 5031, 260, 333)]"
2785,69368,[5154 2779],"[(5183, 5238, 2705, 2782)]"
2787,47851,[5273   93],"[(5344, 5399, 47, 122)]"
2791,1555,[5015 3139],"[(4994, 5033, 3115, 3169)]"
2792,9974,[5073 6747],"[(5074, 5129, 6737, 6814)]"
2795,6661,[5062 4827],"[(5038, 5093, 4790, 4867)]"
2796,1042,[5019 4061],"[(4995, 5042, 4039, 4085)]"
2799,7431,[5063 1663],"[(5021, 5076, 1635, 1712)]"
2800,4411,[5049 3312],"[(5003, 5055, 3292, 3365)]"
2801,9777,[5144 6916],"[(5069, 5124, 6893, 6969)]"
2802,14857,[5147   47],"[(5028, 5083, 25, 89)]"
2805,20111,[5089 2215],"[(5034, 5089, 2252, 2328)]"
2809,10965,[5071 6621],"[(5045, 5100, 6552, 6628)]"
2818,1815,[5091  617],"[(5068, 5115, 583, 651)]"
2821,7638,[5134 3063],"[(5081, 5135, 3017, 3093)]"
2822,1854,[5104 5491],"[(5077, 5132, 5467, 5516)]"
2825,4949,[5153  691],"[(5098, 5152, 658, 729)]"
2826,27076,[5187 6680],"[(5124, 5179, 6619, 6695)]"
2828,5459,[5123 3964],"[(5094, 5144, 3966, 4025)]"
2829,3523,[5135 1369],"[(5112, 5160, 1338, 1406)]"
2832,11203,[5218 1448],"[(5236, 5291, 1376, 1452)]"
2833,4195,[5148 1251],"[(5117, 5171, 1220, 1293)]"
2834,1914,[5137 2476],"[(5114, 5166, 2442, 2510)]"
2838,5811,[5175  627],"[(5150, 5204, 587, 660)]"
2840,563,[5150 3216],"[(5132, 5171, 3198, 3237)]"
2842,3665,[5175 4824],"[(5148, 5203, 4790, 4860)]"
2844,6708,[5211 1534],"[(5179, 5234, 1489, 1563)]"
2847,9954,[5212 2176],"[(5196, 5251, 2116, 2192)]"
2849,962,[5187 5229],"[(5167, 5210, 5206, 5253)]"
2850,4910,[5215 2533],"[(5187, 5242, 2498, 2574)]"
2851,4910,[5235 4959],"[(5227, 5282, 4924, 4993)]"
2855,5150,[5239 2368],"[(5208, 5263, 2343, 2419)]"
2856,2555,[5236 1648],"[(5208, 5261, 1614, 1686)]"
2858,3921,[5249 2480],"[(5219, 5274, 2443, 2518)]"
2860,41854,[5419 1906],"[(5421, 5475, 1881, 1958)]"
2861,3642,[5276 2894],"[(5273, 5320, 2836, 2905)]"
2864,335897,[5647  437],"[(5645, 5700, 309, 385), (5696, 5750, 725, 801)]"
2865,21216,[5377 2797],"[(5403, 5458, 2733, 2807)]"
2868,771,[5267 3058],"[(5246, 5289, 3037, 3082)]"
2870,38797,[5470 1793],"[(5438, 5493, 1683, 1756)]"
2871,10183,[5320 2620],"[(5294, 5349, 2581, 2654)]"
2873,2357,[5282 1229],"[(5255, 5308, 1190, 1265)]"
2877,926375,[5980 2154],"[(5506, 5561, 2407, 2483), (5695, 5749, 2072, 2148), (5715, 5768, 2934, 3009), (5972, 6027, 2455, 2532), (6036, 6090, 2207, 2284), (6056, 6111, 981, 1057), (6150, 6204, 3045, 3121), (6154, 6209, 1284, 1360), (6188, 6243, 209, 285)]"
2878,2346,[5308 2477],"[(5282, 5337, 2445, 2506)]"
2879,2746,[5344 2677],"[(5359, 5399, 2633, 2688)]"
2882,3107,[5332 1775],"[(5303, 5358, 1741, 1814)]"
2883,1373,[5352 3807],"[(5333, 5372, 3776, 3831)]"
2884,37843,[5513 3284],"[(5456, 5510, 3308, 3384)]"
2885,9866,[5436 2088],"[(5378, 5433, 2084, 2157)]"
2886,1572,[5360 2778],"[(5334, 5383, 2746, 2810)]"
2887,18839,[5471 2625],"[(5463, 5517, 2569, 2642)]"
2888,4905,[5391 1809],"[(5351, 5406, 1788, 1862)]"
2892,756,[5386 4261],"[(5363, 5402, 4238, 4284)]"
2894,1453,[5395 2824],"[(5370, 5420, 2799, 2853)]"
2895,1510,[5397 2605],"[(5374, 5420, 2581, 2633)]"
2913,44100,[5661 3805],"[(5447, 5502, 3804, 3880)]"
2914,5233,[5444 3643],"[(5416, 5471, 3590, 3667)]"
2915,387,[5424 3365],[]
2917,3230,[5454 2186],"[(5428, 5478, 2155, 2224)]"
2921,4857,[5468 3478],[]
2922,6846,[5485 3946],"[(5442, 5497, 3925, 4002)]"
2923,5205,[5511 1954],"[(5494, 5549, 1912, 1988)]"
2927,12631,[5522 5842],"[(5546, 5601, 5816, 5893)]"
2929,17747,[5537 2801],"[(5516, 5571, 2789, 2861)]"
2930,8995,[5534 3440],"[(5488, 5543, 3401, 3477)]"
2931,12407,[5550 2052],"[(5551, 5606, 1990, 2065)]"
2935,1555,[5477  255],"[(5457, 5497, 226, 284)]"
2940,3474,[5534 3870],"[(5512, 5565, 3830, 3904)]"
2941,5938,[5528 3618],"[(5499, 5553, 3552, 3628)]"
2942,3137,[5524 3990],"[(5498, 5546, 3943, 4013)]"
2943,6193,[5562 7471],"[(5524, 5579, 7441, 7516)]"
2944,160200,[5688 1477],"[(5629, 5683, 1283, 1356), (5640, 5694, 1524, 1597)]"
2947,22798,[5646 1761],"[(5631, 5686, 1727, 1801)]"
2949,2750,[5553   52],"[(5524, 5579, 21, 93)]"
2950,4159,[5580 3030],"[(5545, 5600, 2998, 3070)]"
2951,24220,[5694 2737],"[(5728, 5783, 2623, 2700)]"
2952,3121,[5575 3195],"[(5549, 5603, 3163, 3225)]"
2954,1320,[5568 2722],"[(5554, 5593, 2686, 2745)]"
2955,10398,[5645 3942],"[(5627, 5679, 3924, 3995)]"
2956,14583,[5605 4414],"[(5576, 5631, 4376, 4452)]"
2958,7460,[5618 3542],"[(5573, 5628, 3507, 3584)]"
2959,4894,[5613 3927],"[(5579, 5634, 3898, 3957)]"
2960,6671,[5631 3374],"[(5569, 5621, 3337, 3407)]"
2962,5762,[5605 3689],"[(5572, 5624, 3688, 3759)]"
2963,15086,[5639   84],"[(5582, 5637, 61, 135)]"
2965,7684,[5668 2783],"[(5678, 5727, 2706, 2777)]"
2968,36158,[5658 2289],"[(5638, 5693, 2263, 2339)]"
2970,5976,[5652 3065],"[(5639, 5694, 3017, 3093)]"
2971,11756,[5650 3638],"[(5619, 5674, 3571, 3645)]"
2973,3997,[5650 2908],"[(5608, 5652, 2894, 2957)]"
2975,6653,[5684 2832],"[(5689, 5732, 2776, 2841)]"
2976,18288,[5724 3633],"[(5716, 5771, 3607, 3680)]"
2979,6295,[5664 3328],"[(5642, 5697, 3279, 3351)]"
2982,41533,[5812 4068],"[(5863, 5918, 3945, 4021)]"
2983,1585,[5628  592],"[(5610, 5651, 563, 624)]"
2984,1421,[5637 1942],"[(5612, 5662, 1914, 1969)]"
2985,3444,[5666 3437],"[(5623, 5671, 3400, 3468)]"
2987,4339,[5657 1854],"[(5624, 5679, 1834, 1898)]"
2988,1047,[5651 2186],"[(5625, 5671, 2161, 2209)]"
2990,561150,[5934 1163],"[(5798, 5853, 1078, 1154), (5928, 5983, 1708, 1784), (5934, 5989, 1967, 2044), (6005, 6060, 101, 178)]"
2991,6159,[5720 3058],"[(5654, 5706, 3068, 3133)]"
2992,6026,[5687 6445],"[(5659, 5714, 6402, 6478)]"
2994,3740,[5687 2992],"[(5659, 5713, 2958, 3030)]"
3000,3855,[5717 3376],"[(5699, 5750, 3333, 3403)]"
3001,1729,[5731 3405],"[(5728, 5768, 3365, 3424)]"
3002,4876,[5708 4104],"[(5677, 5732, 4085, 4162)]"
3004,1389,[5693 1804],"[(5674, 5713, 1766, 1827)]"
3005,3319,[5753 3328],"[(5753, 5801, 3322, 3389)]"
3006,4193,[5747 3192],"[(5711, 5756, 3178, 3234)]"
3007,4616,[5743   59],"[(5723, 5778, 15, 86)]"
3009,10836,[5787 3753],"[(5778, 5833, 3692, 3767)]"
3010,803,[5736 1377],"[(5716, 5758, 1351, 1403)]"
3012,10888,[5822 3280],"[(5842, 5897, 3227, 3299)]"
3014,4576,[5783 3046],"[(5755, 5810, 3010, 3086)]"
3015,6353,[5821 4034],"[(5779, 5834, 3981, 4045)]"
3018,1366,[5765 4089],"[(5742, 5790, 4065, 4117)]"
3020,15371,[5845 3451],"[(5848, 5902, 3377, 3451)]"
3022,4312,[5794 1544],"[(5765, 5819, 1509, 1585)]"
3023,1050,[5761 1596],"[(5745, 5777, 1568, 1625)]"
3024,1624,[5768 1840],"[(5748, 5788, 1810, 1869)]"
3026,2805,[5795 3106],"[(5776, 5822, 3071, 3136)]"
3029,1908,[5800 3595],"[(5787, 5830, 3564, 3627)]"
3030,1194,[5786 1772],"[(5766, 5810, 1745, 1803)]"
3032,1782,[5786 1677],"[(5767, 5805, 1651, 1709)]"
3035,2228,[5814 3288],"[(5786, 5836, 3253, 3321)]"
3038,2902,[5840 3608],"[(5824, 5866, 3572, 3635)]"
3039,9897,[5841 1958],"[(5811, 5865, 1935, 2008), (5829, 5859, 1892, 1942)]"
3040,1066,[5802 3462],"[(5786, 5819, 3434, 3491)]"
3041,16840,[5891 3820],"[(5886, 5941, 3731, 3806)]"
3042,1306,[5806  436],"[(5788, 5826, 408, 467)]"
3043,1404,[5827 3116],"[(5805, 5852, 3087, 3141)]"
3046,745,[5824 1886],"[(5801, 5842, 1858, 1914)]"
3047,3811,[5873 3348],"[(5818, 5859, 3352, 3414)]"
3051,16155,[5963 3861],"[(5950, 6004, 3829, 3905)]"
3052,21866,[5970 3388],"[(6046, 6100, 3194, 3266)]"
3053,2658,[5847 3066],"[(5811, 5858, 3017, 3083)]"
3055,786,[5831 1588],"[(5817, 5848, 1560, 1617)]"
3056,3085,[5866 3854],"[(5824, 5870, 3848, 3909)]"
3057,1453,[5851 4038],"[(5829, 5875, 4005, 4069)]"
3058,24715,[5984 3540],"[(5863, 5917, 3580, 3655)]"
3059,2781,[5863 4361],"[(5851, 5902, 4323, 4387)]"
3060,10026,[5922 4363],"[(5909, 5964, 4293, 4369)]"
3063,3873,[5906 3506],"[(5863, 5910, 3492, 3558)]"
3065,3316,[5876 3039],"[(5846, 5901, 2999, 3074)]"
3066,6236,[5969 3716],"[(5943, 5994, 3684, 3743)]"
3068,2211,[5892  314],"[(5871, 5917, 290, 349)]"
3072,718,[5904  775],"[(5886, 5919, 747, 804)]"
3073,771,[5911 3557],"[(5892, 5934, 3532, 3581)]"
3074,8249,[5943 3002],"[(5918, 5973, 2964, 3038)]"
3075,883,[5916 3374],"[(5895, 5937, 3346, 3401)]"
3079,7657,[5984 3238],"[(5970, 6024, 3180, 3252)]"
3080,10028,[6016 3623],"[(6039, 6094, 3572, 3645)]"
3081,18423,[6077 3631],"[(6087, 6141, 3516, 3593)]"
3083,833,[5941 1327],"[(5923, 5961, 1299, 1353)]"
