label,point_count,center,number_candidates
675,2812,[1933 6585],"[(1908, 1963, 6556, 6614)]"
676,718,[1923 3000],"[(1902, 1945, 2982, 3015)]"
678,1565,[1916 2617],"[(1896, 1940, 2599, 2664)]"
681,95115,[2327 6487],"[(2641, 2673, 6444, 6496)]"
682,1380,[1919 6861],"[(1899, 1945, 6828, 6890)]"
683,1190,[1930 5467],"[(1908, 1953, 5445, 5502)]"
684,15144,[2101 4990],"[(2120, 2175, 4953, 5022)]"
685,1016,[1928 6531],"[(1907, 1952, 6507, 6556)]"
689,5482,[2008 2507],"[(1995, 2049, 2471, 2542)]"
695,45949,[2090 5664],"[(1964, 2019, 5691, 5767)]"
698,63650,[2132 7049],"[(2115, 2169, 7307, 7382), (2125, 2179, 6772, 6848)]"
700,907,[1949 5646],"[(1929, 1971, 5618, 5677)]"
703,8017,[2024 6994],"[(1998, 2050, 6966, 7038)]"
705,73560,[2120 2740],"[(2009, 2064, 2637, 2700)]"
706,2053,[2027 5443],"[(2038, 2085, 5428, 5469)]"
708,283382,[2767 3076],"[(2454, 2509, 2905, 2982), (2788, 2855, 2912, 2992), (2977, 3031, 3250, 3327)]"
711,883,[1966 1645],"[(1948, 1991, 1621, 1670)]"
712,33259,[2260 6293],"[(2241, 2296, 6210, 6274)]"
713,1046,[1991 3233],"[(1966, 2011, 3217, 3248)]"
715,22990,[2331 2270],"[(2357, 2412, 2241, 2315)]"
717,22564,[2200 2128],"[(2214, 2269, 2099, 2175)]"
718,22566,[2211 5848],"[(2197, 2252, 5810, 5886)]"
720,1083,[1999 2967],"[(1976, 2022, 2938, 2988)]"
721,8106,[2082 2447],"[(2072, 2127, 2408, 2483)]"
722,2668,[2023 1655],"[(1988, 2043, 1628, 1676)]"
724,1718,[2021 5462],"[(2005, 2053, 5442, 5489)]"
727,8212,[2092 6213],"[(2100, 2155, 6177, 6246)]"
728,5968,[2040 6579],"[(2023, 2077, 6535, 6609)]"
729,3104,[2054 6630],"[(2034, 2088, 6602, 6666)]"
730,2297,[2060 4441],"[(2045, 2093, 4424, 4461)]"
735,3901,[2068 6339],"[(2052, 2103, 6304, 6372)]"
736,1742,[2059 2410],"[(2046, 2095, 2390, 2439)]"
738,8486,[2153 4377],"[(2085, 2138, 4351, 4414)]"
739,17759,[2288 4661],"[(2352, 2407, 4600, 4676)]"
742,5557,[2069 3300],"[(2044, 2099, 3269, 3332)]"
743,13060,[2153 6565],"[(2119, 2174, 6531, 6605)]"
744,16407,[2039 6050],"[(2016, 2071, 6080, 6155)]"
747,4255,[2116 4415],"[(2113, 2167, 4394, 4435)]"
750,6705,[2112 2174],"[(2049, 2103, 2142, 2202)]"
753,24524,[2462 2850],"[(2504, 2559, 2774, 2850)]"
754,1166,[2050 6185],"[(2025, 2071, 6161, 6213)]"
756,3003,[2112 5627],"[(2112, 2160, 5606, 5658)]"
757,9669,[2099 3412],"[(2053, 2107, 3369, 3446)]"
762,10833,[2193 4172],"[(2202, 2257, 4138, 4215)]"
765,21312,[2146 5730],"[(2104, 2159, 5697, 5771)]"
767,6582,[2077 5973],"[(2052, 2105, 5928, 6001)]"
768,794,[2081 2301],"[(2059, 2108, 2286, 2316)]"
769,5120,[2244 4121],"[(2292, 2346, 4095, 4147)]"
770,4770,[2169 5799],"[(2168, 2219, 5762, 5826)]"
771,20520,[2314 2208],"[(2323, 2378, 2170, 2247)]"
772,18382,[2263 4859],"[(2297, 2351, 4797, 4873)]"
774,1181,[2094 2601],"[(2070, 2117, 2579, 2623)]"
777,4574,[2211 5021],"[(2271, 2318, 4994, 5043)]"
778,90495,[2294 6071],"[(2148, 2202, 6074, 6148)]"
781,25013,[2213 4542],"[(2215, 2270, 4502, 4576)]"
783,4546,[2176 4005],"[(2171, 2222, 3982, 4043)]"
784,3227,[2137 6271],"[(2104, 2158, 6241, 6298)]"
786,12406,[2275 6626],"[(2307, 2361, 6586, 6662)]"
789,2710,[2178 3971],"[(2162, 2217, 3947, 3990)]"
790,15921,[2307 4257],"[(2310, 2364, 4143, 4216)]"
791,962,[2121 4450],"[(2104, 2139, 4424, 4478)]"
792,4097,[2224 5440],"[(2226, 2279, 5420, 5467)]"
793,1253,[2151 2284],"[(2130, 2177, 2268, 2302)]"
795,10152,[2209 2577],"[(2159, 2214, 2545, 2619)]"
800,6231,[2200 4454],"[(2153, 2208, 4417, 4484)]"
805,7890,[2274 5058],"[(2282, 2336, 5029, 5106)]"
809,685,[2162 5997],"[(2143, 2184, 5976, 6023)]"
810,96548,[2367 6862],"[(2153, 2208, 6907, 6984)]"
811,28025,[2332 2469],"[(2294, 2349, 2436, 2513)]"
812,4700,[2225 6010],"[(2192, 2246, 5977, 6036)]"
814,8337,[2237 1600],"[(2205, 2259, 1569, 1638)]"
815,4158,[2198 2498],"[(2167, 2222, 2465, 2537)]"
816,13116,[2354 3902],"[(2387, 2442, 3846, 3920)]"
817,6721,[2397 3257],[]
818,3185,[2242 5980],"[(2248, 2298, 5960, 6008)]"
821,3823,[2265 5657],"[(2178, 2226, 5638, 5690)]"
823,19511,[2410 1529],"[(2416, 2471, 1495, 1570)]"
824,5062,[2249 3152],"[(2229, 2283, 3109, 3186)]"
830,4675,[2251 3206],"[(2221, 2276, 3182, 3230)]"
831,176892,[2411 7600],"[(2321, 2376, 7684, 7760)]"
833,1601,[2238 5742],"[(2230, 2269, 5699, 5758)]"
836,63409,[2472 5016],"[(2407, 2462, 4996, 5072)]"
837,16588,[2431 2057],"[(2454, 2509, 2015, 2090)]"
838,2931,[2261 2061],"[(2241, 2295, 2024, 2088)]"
839,3940,[2261 3973],"[(2227, 2281, 3934, 4007)]"
841,4789,[2301 5346],"[(2288, 2343, 5308, 5376)]"
842,35202,[2464 6385],"[(2479, 2534, 6327, 6403)]"
843,1810,[2237 4417],"[(2225, 2256, 4407, 4456)]"
844,2962,[2269 2256],"[(2210, 2260, 2227, 2281)]"
845,13144,[2326 4079],"[(2245, 2300, 4035, 4110)]"
846,1490,[2236 2184],"[(2212, 2263, 2160, 2205)]"
847,8467,[2420 5285],"[(2449, 2502, 5265, 5309)]"
849,37311,[2625 5416],"[(2699, 2754, 5388, 5464)]"
850,7316,[2352 1929],"[(2302, 2357, 1900, 1960)]"
851,3750,[2310 6340],"[(2290, 2340, 6312, 6370)]"
852,1409,[2249 2631],"[(2224, 2274, 2607, 2656)]"
853,3870,[2302 5686],"[(2272, 2323, 5663, 5714)]"
855,25173,[2656 5304],"[(2669, 2724, 5268, 5331)]"
857,1817,[2259 5086],"[(2238, 2290, 5055, 5110)]"
858,4842,[2329 1594],"[(2321, 2376, 1555, 1618)]"
861,5806,[2299 5919],"[(2281, 2333, 5904, 5962)]"
862,8633,[2422 1468],"[(2349, 2404, 1436, 1511)]"
863,1232,[2262 4424],"[(2240, 2284, 4397, 4456)]"
868,16212,[2464 5684],"[(2424, 2479, 5628, 5700)]"
869,3184,[2289 5771],"[(2280, 2326, 5718, 5773)]"
872,5360,[2362 2690],"[(2326, 2380, 2660, 2721)]"
873,2364,[2284 4016],"[(2254, 2309, 3982, 4044)]"
876,3204,[2307 2634],"[(2281, 2335, 2602, 2665)]"
880,3071,[2333 2594],"[(2283, 2327, 2571, 2622)]"
881,164087,[2665 4227],"[(2436, 2490, 4115, 4191), (3437, 3491, 4237, 4313)]"
883,1469,[2302 5776],"[(2276, 2326, 5756, 5806)]"
886,11354,[2443 1899],"[(2296, 2351, 1860, 1929)]"
887,1885,[2302 4273],"[(2274, 2328, 4241, 4304)]"
888,3045,[2352 5314],"[(2344, 2399, 5291, 5346)]"
889,587,[2306 3976],"[(2283, 2324, 3963, 3991)]"
892,16459,[2498 6631],"[(2547, 2602, 6621, 6698)]"
893,1422,[2318 4350],"[(2292, 2338, 4325, 4370)]"
894,39630,[2520 6221],"[(2526, 2581, 6187, 6251)]"
895,23650,[2461 4440],"[(2472, 2527, 4378, 4453)]"
899,4319,[2352 5729],"[(2306, 2361, 5683, 5759)]"
900,9985,[2425 2541],"[(2442, 2496, 2499, 2563)]"
901,25245,[2776 2077],"[(2482, 2537, 2096, 2171), (2927, 2982, 2002, 2071)]"
902,3172,[2334 4251],"[(2304, 2359, 4210, 4267)]"
904,13867,[2372 5991],"[(2336, 2391, 5949, 6023)]"
912,716,[2326 4148],"[(2305, 2347, 4133, 4164)]"
913,1229,[2345 4888],"[(2331, 2376, 4871, 4911)]"
914,7438,[2377 2022],"[(2359, 2413, 2001, 2065)]"
917,645,[2331 4204],"[(2317, 2358, 4181, 4218)]"
921,3023,[2397 2116],[]
922,4551,[2378 5495],"[(2347, 2401, 5461, 5525)]"
925,6901,[2422 3220],"[(2334, 2389, 3164, 3238)]"
928,15191,[2437 5823],"[(2402, 2457, 5804, 5867)]"
929,2958,[2389 3645],"[(2353, 2398, 3614, 3659)]"
930,7693,[2442 2664],"[(2432, 2487, 2624, 2697)]"
931,7511,[2432 1980],"[(2391, 2446, 1951, 2027)]"
932,14819,[2478 2600],"[(2436, 2491, 2565, 2642)]"
935,11441,[2429 5899],"[(2368, 2423, 5869, 5944)]"
936,4104,[2421 1952],"[(2360, 2411, 1924, 1985)]"
939,2126,[2377 1753],"[(2344, 2397, 1724, 1775)]"
943,3646,[2403 1595],"[(2377, 2427, 1563, 1634)]"
944,2410,[2392 4593],"[(2375, 2428, 4564, 4621)]"
945,36951,[2570 5201],"[(2546, 2600, 5158, 5235)]"
950,11391,[2456 3939],"[(2445, 2500, 3896, 3969)]"
953,2837,[2409 3828],"[(2388, 2443, 3798, 3862)]"
954,23997,[2573 4571],"[(2611, 2665, 4535, 4611)]"
955,1224,[2384 3051],[]
956,217570,[2732 3445],"[(2666, 2721, 3438, 3514), (2701, 2755, 4080, 4156)]"
957,2715,[2418 1653],"[(2407, 2457, 1627, 1690)]"
960,9101,[2566 1874],"[(2601, 2656, 1848, 1916)]"
963,1609,[2391 3925],"[(2364, 2418, 3898, 3950)]"
966,2051,[2410 1726],"[(2384, 2438, 1703, 1750)]"
967,18999,[2500 4843],"[(2528, 2583, 4798, 4875)]"
968,1870,[2403 2505],"[(2376, 2427, 2468, 2530)]"
972,1482,[2400 2819],"[(2368, 2414, 2793, 2852)]"
973,10800,[2459 4494],"[(2387, 2442, 4482, 4546), (2454, 2517, 4443, 4507)]"
975,37968,[2454  328],"[(2435, 2489, 19, 93)]"
977,2834,[2428 5702],"[(2384, 2439, 5671, 5727)]"
978,10309,[2545 1604],"[(2428, 2482, 1574, 1637)]"
979,1578,[2422 2749],"[(2397, 2446, 2730, 2769)]"
980,38945,[2829 1730],"[(2421, 2476, 1737, 1812)]"
982,3057,[2448 5313],"[(2402, 2456, 5294, 5343)]"
985,18224,[2509 4745],"[(2464, 2519, 4725, 4802)]"
991,3489,[2442 2826],"[(2409, 2464, 2784, 2860)]"
993,8696,[2460 4686],"[(2433, 2488, 4653, 4730)]"
994,5961,[2477 1477],"[(2435, 2489, 1447, 1509)]"
998,6475,[2506 5544],"[(2472, 2527, 5516, 5569)]"
1002,4826,[2465 3641],"[(2439, 2494, 3609, 3673)]"
1005,7472,[2497 3599],"[(2463, 2517, 3549, 3625)]"
1006,8303,[2553 1810],"[(2546, 2600, 1777, 1844)]"
1008,41933,[2835 2493],"[(2461, 2515, 2431, 2494)]"
1010,14074,[2569 5927],"[(2556, 2611, 5860, 5937)]"
1011,1266,[2455 2257],"[(2432, 2476, 2234, 2286)]"
1013,2947,[2469 5603],[]
1014,5908,[2551 3811],"[(2568, 2623, 3775, 3838)]"
1015,1423,[2450 5776],"[(2428, 2472, 5748, 5806)]"
1016,6986,[2588 4513],"[(2609, 2664, 4475, 4537)]"
1017,3366,[2459 2394],"[(2441, 2490, 2344, 2401)]"
1023,11709,[2535 1665],"[(2528, 2582, 1615, 1691)]"
1025,6904,[2534 5584],"[(2538, 2593, 5557, 5618)]"
1026,3135,[2577 5484],"[(2580, 2624, 5470, 5502)]"
1027,1540,[2476 5930],"[(2450, 2502, 5907, 5950)]"
1029,2352,[2511 2394],"[(2505, 2550, 2366, 2422)]"
1030,1822,[2478 4615],"[(2453, 2508, 4591, 4641)]"
1033,7224,[2554 2737],"[(2552, 2607, 2693, 2768)]"
1034,4127,[2523 3853],"[(2520, 2571, 3812, 3878)]"
1035,1280,[2478 4857],"[(2453, 2499, 4833, 4882)]"
1038,11771,[2628 2176],"[(2649, 2704, 2142, 2219)]"
1043,1024,[2489 2258],"[(2474, 2514, 2234, 2280)]"
1045,1465,[2489 2417],"[(2463, 2512, 2398, 2441)]"
1046,5439408,[5070 6456],"[(2878, 2933, 7672, 7749), (3029, 3084, 7212, 7288), (3208, 3263, 7151, 7227), (3395, 3450, 7560, 7636), (3837, 3892, 7068, 7144), (4131, 4186, 7507, 7584), (4496, 4550, 7078, 7154), (4515, 4570, 7533, 7610), (4729, 4784, 4636, 4713), (4760, 4814, 6356, 6432), (4878, 4932, 4979, 5055), (4970, 5015, 5819, 5884), (5337, 5392, 4606, 4682), (5381, 5436, 6476, 6552), (5425, 5480, 6959, 7036), (5425, 5480, 7698, 7775), (5472, 5527, 4130, 4207), (5473, 5528, 5968, 6045), (5592, 5647, 4964, 5041), (5746, 5800, 7346, 7423), (5782, 5837, 4230, 4307), (5956, 6011, 5695, 5772), (5982, 6037, 6378, 6455), (5996, 6051, 4627, 4703), (6052, 6107, 6904, 6981), (6096, 6151, 5124, 5201)]"
1047,3105,[2538 2252],"[(2523, 2569, 2207, 2273)]"
1054,16875,[2604 5714],"[(2501, 2555, 5700, 5764)]"
1056,2746,[2536 4634],"[(2513, 2564, 4607, 4668)]"
1060,1031,[2511 2547],"[(2490, 2529, 2522, 2571)]"
1062,963,[2500 5887],"[(2480, 2521, 5864, 5910)]"
1064,53080,[2926 5462],"[(2964, 3019, 5521, 5598)]"
1065,1023,[2501 6584],"[(2478, 2522, 6556, 6608)]"
1069,1366,[2517 1571],"[(2508, 2550, 1542, 1592)]"
1072,11327,[2675 2032],"[(2628, 2680, 1985, 2058)]"
1076,4455,[2550 2334],"[(2507, 2561, 2316, 2380)]"
1077,11014,[2866 1840],"[(2557, 2602, 1816, 1864)]"
1078,1844,[2531 1966],"[(2502, 2557, 1934, 1990)]"
1079,1588,[2540 6139],[]
1080,491217,[2744  808],"[(2655, 2709, 451, 525), (2773, 2828, 1156, 1230)]"
1083,38486,[2683 3254],"[(2661, 2716, 3248, 3325)]"
1084,1069,[2536 2478],"[(2515, 2559, 2457, 2499)]"
1085,11481,[2608 2621],"[(2594, 2649, 2583, 2660)]"
1086,8203,[2622 1566],"[(2554, 2609, 1527, 1600)]"
1087,2795,[2577 1478],"[(2544, 2588, 1455, 1506)]"
1088,2469,[2573 2023],"[(2527, 2575, 1997, 2048)]"
1089,2291,[2546 3342],"[(2518, 2572, 3313, 3373)]"
1091,5439,[2589 4469],"[(2563, 2618, 4428, 4502)]"
1097,2038,[2585 1728],"[(2587, 2635, 1704, 1760)]"
1098,1236,[2549 2662],"[(2524, 2565, 2638, 2693)]"
1102,1773,[2556 3882],"[(2528, 2583, 3846, 3909)]"
1103,40222,[2708 6031],"[(2644, 2698, 5985, 6061)]"
1105,1272,[2548 5794],"[(2526, 2568, 5762, 5827)]"
1106,1819,[2604 2756],"[(2596, 2647, 2732, 2773)]"
1108,1851,[2559 5848],"[(2535, 2584, 5817, 5881)]"
1110,15753,[2668 5773],"[(2571, 2625, 5751, 5815)]"
1111,5106,[2583 4139],"[(2552, 2606, 4099, 4176)]"
1112,2271,[2591 6468],[]
1113,2182,[2576 6731],"[(2551, 2599, 6698, 6765)]"
1114,1738,[2573 1743],"[(2551, 2601, 1712, 1773)]"
1120,2078,[2584 2129],"[(2555, 2599, 2089, 2152)]"
1121,9085,[2597 3919],"[(2580, 2635, 3841, 3918)]"
1123,5962,[2630 1947],"[(2601, 2655, 1916, 1981)]"
1124,1200,[2604 6451],"[(2585, 2626, 6438, 6465)]"
1125,877,[2576 2392],"[(2556, 2601, 2371, 2414), (2566, 2596, 2374, 2417)]"
1126,1526,[2584 2423],"[(2560, 2612, 2395, 2451)]"
1127,1132,[2578 6310],"[(2558, 2600, 6284, 6340)]"
1128,2920,[2645 4243],"[(2634, 2684, 4220, 4271)]"
1129,5166,[2625 4988],"[(2598, 2653, 4945, 5022)]"
1130,38072,[2955 2331],"[(2991, 3046, 2230, 2303)]"
1131,815,[2584 2346],"[(2562, 2606, 2328, 2364)]"
1134,14368,[2740 2429],"[(2733, 2787, 2376, 2453)]"
1135,25070,[2621  170],"[(2585, 2640, 88, 156)]"
1138,2955,[2629 2332],"[(2633, 2680, 2313, 2364)]"
1140,35926,[2943 1515],"[(3055, 3110, 1479, 1556)]"
1142,5193,[2709 4210],"[(2702, 2752, 4175, 4234)]"
1143,1743,[2608 1987],"[(2583, 2633, 1967, 2007)]"
1145,98758,[2799 4839],"[(2666, 2721, 4751, 4826)]"
1148,9023,[2721 2090],"[(2620, 2675, 2063, 2136)]"
1151,3313,[2689 5112],"[(2702, 2754, 5085, 5141)]"
1152,5354,[2647 5834],"[(2623, 2677, 5802, 5864)]"
1153,1544,[2622 1788],"[(2597, 2640, 1770, 1809)]"
1155,15060,[2651 6394],[]
1158,5776,[2630 6629],"[(2602, 2657, 6553, 6630)]"
1159,36389,[2887 2894],"[(2952, 3007, 2879, 2956)]"
1160,8135,[2696 2249],"[(2671, 2726, 2218, 2291)]"
1162,2030,[2636 2283],"[(2614, 2664, 2256, 2309)]"
1163,30380,[2961 1940],"[(3059, 3111, 1874, 1941)]"
1164,13452,[2938 2208],"[(2750, 2801, 2177, 2236)]"
1167,14884,[2927 2132],"[(2671, 2724, 2102, 2163)]"
1168,3593,[2666 1657],"[(2658, 2713, 1622, 1681)]"
1170,95640,[3124  991],"[(3172, 3227, 972, 1049)]"
1171,2564,[2630   47],"[(2602, 2657, 15, 80)]"
1172,13107,[2821 1721],"[(2713, 2766, 1689, 1756)]"
1173,62143,[2930 5867],"[(2909, 2964, 5813, 5887)]"
1175,9182,[2756 5340],"[(2803, 2857, 5309, 5375)]"
1176,1628,[2678 2813],"[(2672, 2713, 2787, 2839)]"
1178,9878,[2722 2333],"[(2728, 2782, 2296, 2369)]"
1179,6387,[2728 1641],"[(2704, 2759, 1602, 1674)]"
1188,3544,[2744 1866],"[(2733, 2788, 1839, 1904)]"
1191,2760,[2721 4517],"[(2695, 2739, 4496, 4552)]"
1192,3639,[2696 4620],"[(2692, 2735, 4602, 4653)]"
1193,10715,[2899 1451],"[(2996, 3051, 1422, 1472)]"
1194,164614,[3420 6576],"[(2757, 2812, 6643, 6719), (3495, 3550, 6636, 6712)]"
1195,9754,[2844 1477],"[(2736, 2786, 1454, 1496)]"
1196,2100,[2679 2402],"[(2657, 2708, 2379, 2425)]"
1197,22937,[2939  865],"[(2988, 3043, 829, 905)]"
1198,5653,[2705 5745],"[(2678, 2733, 5712, 5785)]"
1199,2453,[2696 3200],[]
1200,1025,[2687 1724],"[(2669, 2714, 1702, 1740)]"
1203,29908,[2949 2759],"[(3157, 3212, 2741, 2812)]"
1204,23444,[3059  745],"[(3147, 3202, 681, 745)]"
1205,5352,[2711 5204],"[(2679, 2731, 5181, 5254)]"
1206,6799,[2731 2504],"[(2705, 2760, 2466, 2540)]"
1209,4983,[2818 2563],"[(2809, 2861, 2541, 2601)]"
1210,3364,[2684 4453],"[(2660, 2712, 4418, 4490)]"
1213,6535,[2719 1798],"[(2675, 2730, 1761, 1835)]"
1214,463,[2680 4414],"[(2662, 2700, 4389, 4439)]"
1215,14496,[2757 6146],"[(2725, 2779, 6113, 6177)]"
1216,2864,[2715 1552],"[(2691, 2744, 1520, 1583)]"
1217,5720,[2737 3967],"[(2714, 2762, 3952, 4010)]"
1219,2224,[2702 3747],"[(2681, 2726, 3716, 3783)]"
1221,1522,[2706 1884],"[(2679, 2729, 1859, 1901)]"
1222,6344,[2782 1946],"[(2719, 2774, 1918, 1971)]"
1223,5400,[2773 2029],"[(2727, 2782, 2004, 2057)]"
1224,28918,[2774 6418],"[(2693, 2748, 6399, 6476)]"
1226,813,[2696 2505],"[(2676, 2718, 2483, 2525)]"
1227,5589,[2795 2734],"[(2807, 2861, 2706, 2757)]"
1228,3095,[2716 2581],"[(2689, 2743, 2550, 2618)]"
1229,8435,[2777 6221],"[(2795, 2850, 6192, 6266)]"
1231,52003,[2824 5626],"[(2750, 2805, 5505, 5579)]"
1232,3007,[2739 5850],"[(2712, 2764, 5810, 5880)]"
1233,7514,[2774 5929],"[(2719, 2774, 5892, 5960)]"
1236,4347515,[4374 4175],"[(3078, 3133, 5362, 5438), (3211, 3265, 6512, 6589), (3226, 3280, 5464, 5540), (3287, 3342, 3236, 3313), (3493, 3540, 4141, 4209), (3503, 3558, 6474, 6550), (3602, 3657, 4373, 4449), (3794, 3844, 5166, 5237), (3832, 3886, 2871, 2947), (3852, 3906, 5918, 5995), (3854, 3909, 3075, 3151), (3881, 3936, 1344, 1420), (3908, 3963, 1965, 2041), (4166, 4221, 1894, 1970), (4204, 4259, 1555, 1632), (4288, 4343, 5287, 5363), (4312, 4367, 2626, 2703), (4321, 4376, 4533, 4610), (4349, 4404, 5508, 5585), (4368, 4422, 3851, 3928), (4431, 4485, 6183, 6259), (4446, 4501, 3206, 3283), (4694, 4749, 4192, 4269), (4742, 4797, 6177, 6254), (4766, 4821, 5191, 5267), (4779, 4834, 5463, 5540), (4797, 4852, 3675, 3752), (4925, 4980, 1522, 1598), (4951, 5006, 2525, 2601), (5217, 5271, 3422, 3498), (5228, 5283, 1978, 2055), (5362, 5417, 2008, 2084), (5363, 5418, 5471, 5548), (5368, 5422, 2367, 2441), (5371, 5415, 1548, 1613), (5372, 5427, 3497, 3573), (5391, 5446, 5231, 5307), (5426, 5481, 3707, 3783)]"
1237,4613,[2768 2102],"[(2748, 2803, 2072, 2128)]"
1243,7985,[2756 6347],"[(2698, 2752, 6306, 6378)]"
1246,62982,[3159 4324],"[(3357, 3412, 4309, 4385)]"
1247,91882,[2927 4862],"[(2959, 3014, 4731, 4803)]"
1249,8935,[2794 6285],"[(2811, 2866, 6256, 6331)]"
1251,2318,[2753 2599],"[(2724, 2771, 2574, 2633)]"
1252,1329,[2724 4491],"[(2703, 2744, 4463, 4523)]"
1253,4373,[2795 2175],"[(2781, 2836, 2139, 2206)]"
1255,4349,[2790 2663],"[(2770, 2824, 2629, 2692)]"
1256,32970,[2920 5183],"[(2994, 3049, 5192, 5256)]"
1260,20668,[3076  822],"[(3120, 3174, 787, 864)]"
1261,2237,[2787 2627],"[(2791, 2840, 2594, 2649)]"
1264,2740,[2757 5175],"[(2735, 2785, 5143, 5215)]"
1265,1367,[2752 5781],"[(2726, 2771, 5756, 5808)]"
1267,2299,[2795 2609],"[(2756, 2798, 2578, 2634)]"
1268,4743,[2874 5306],"[(2890, 2942, 5274, 5337)]"
1269,1367,[2769 5254],"[(2747, 2792, 5237, 5274)]"
1271,3757,[2812 2254],"[(2772, 2827, 2218, 2280)]"
1272,644,[2759 6200],"[(2741, 2782, 6183, 6216)]"
1273,17449,[2819 3954],"[(2805, 2860, 3939, 4014)]"
1275,8842,[2793 4583],"[(2763, 2818, 4540, 4617)]"
1277,1061,[2766 6265],"[(2747, 2790, 6240, 6289)]"
1278,797,[2766 6336],"[(2743, 2788, 6318, 6356)]"
1280,1399,[2771 4499],"[(2745, 2797, 4471, 4527)]"
1281,1941,[2782 1627],"[(2758, 2808, 1600, 1654)]"
1282,15728,[2877 4488],"[(2842, 2897, 4451, 4525)]"
1285,954,[2782 1802],"[(2759, 2804, 1780, 1827)]"
1286,14529,[3005 1572],"[(2849, 2903, 1542, 1601)]"
1287,5781,[2912 2483],"[(2941, 2996, 2459, 2527)]"
1288,1449,[2785 1720],"[(2762, 2809, 1697, 1750)]"
1289,12605,[2793 3743],"[(2772, 2827, 3757, 3820)]"
1292,6703,[2915 2086],"[(2832, 2884, 2066, 2127)]"
1293,19464,[2902 4444],"[(2778, 2833, 4368, 4443)]"
1299,7778,[2798 3502],"[(2774, 2829, 3453, 3528)]"
1302,14492,[2974 1793],"[(3029, 3084, 1758, 1833)]"
1304,3337,[2846 6017],"[(2820, 2875, 5996, 6039)]"
1308,8942,[2993 1596],"[(2847, 2902, 1575, 1615)]"
1309,2384,[2877 4693],"[(2892, 2935, 4679, 4712)]"
1313,4228,[2831 1872],"[(2806, 2861, 1839, 1904)]"
1314,15851,[3033 4141],"[(3096, 3150, 4093, 4156)]"
1317,12730,[2906 1640],"[(2822, 2877, 1604, 1678)]"
1318,1356,[2835 1927],[]
1320,10694,[2827 3671],"[(2798, 2853, 3590, 3667)]"
1321,3993,[2839 5177],"[(2801, 2856, 5147, 5216)]"
1322,5831,[2864 2417],"[(2801, 2856, 2385, 2450)]"
1325,171417,[3035  228],"[(2990, 3045, 179, 253)]"
1327,5364,[2873 2501],"[(2860, 2915, 2467, 2528)]"
1330,178285,[3049 3629],"[(3025, 3080, 3763, 3840)]"
1331,14363,[2952 4568],"[(2958, 3013, 4532, 4609)]"
1334,4548,[2861 4364],"[(2840, 2895, 4330, 4401)]"
1335,17256,[3035 4596],"[(3027, 3081, 4595, 4671)]"
1336,63633,[3122 6074],"[(2968, 3023, 6063, 6140)]"
1338,8941,[2990 2162],"[(2874, 2929, 2139, 2203)]"
1344,15200,[2948 5666],"[(2920, 2974, 5631, 5708)]"
1345,12327,[2984  507],"[(2974, 3029, 425, 493)]"
1346,10907,[2999 2243],"[(3060, 3114, 2212, 2281)]"
1350,5382,[2884 2629],"[(2858, 2913, 2585, 2660)]"
1352,20742,[2884 3879],"[(2854, 2909, 3855, 3928)]"
1354,67331,[3255 2074],"[(3282, 3336, 2057, 2132)]"
1355,18541,[3103 2321],"[(3150, 3205, 2294, 2370)]"
1356,27917,[3257 4161],"[(3232, 3287, 4116, 4190)]"
1357,2252,[2892 1727],"[(2857, 2910, 1704, 1746)]"
1358,5235,[2936 1945],"[(2905, 2960, 1913, 1975)]"
1360,1068,[2880 2323],"[(2857, 2903, 2307, 2344)]"
1363,12029,[3037 2666],"[(3039, 3093, 2627, 2691)]"
1364,6193,[2916 6224],"[(2853, 2904, 6172, 6244)]"
1365,6543,[3038 5125],"[(3021, 3076, 5109, 5181)]"
1366,9284,[2938 4377],"[(2928, 2983, 4343, 4419)]"
1367,546,[2863 5135],"[(2848, 2882, 5110, 5159)]"
1368,30324,[3262 1713],"[(3307, 3358, 1567, 1637)]"
1369,11878,[3070 2678],"[(2972, 3027, 2666, 2739)]"
1370,9122,[3059 5993],"[(3112, 3166, 5929, 6003)]"
1371,7945,[2939 5139],"[(2895, 2949, 5098, 5162)]"
1373,29900,[3024 7168],"[(2949, 3004, 7205, 7282)]"
1375,1151,[2898 4932],[]
1376,4712,[2905 5965],"[(2872, 2927, 5938, 6011)]"
1378,1483,[2910 2237],"[(2888, 2935, 2220, 2257)]"
1380,42485,[3020 4032],"[(2967, 3021, 4029, 4105)]"
1386,6078,[2988 1871],"[(2884, 2939, 1840, 1899)]"
1387,10269,[3017 2608],"[(3016, 3071, 2572, 2644)]"
1388,5766,[3014 2343],"[(2989, 3044, 2303, 2368)]"
1389,6235,[2965  501],"[(2924, 2979, 463, 534)]"
1390,2790,[2959 2181],"[(2940, 2994, 2150, 2211)]"
1391,874,[2910 5569],[]
1392,600,[2917  440],[]
1396,7573,[2995 6206],"[(2935, 2990, 6177, 6231)]"
1397,102232,[3330 6356],"[(3455, 3509, 6291, 6367)]"
1398,11006,[3072 2733],"[(2918, 2972, 2705, 2755)]"
1399,2647,[3003 1652],"[(2995, 3047, 1632, 1685)]"
1400,10523,[2947 3531],"[(2919, 2974, 3457, 3534)]"
1401,8045,[3003 6264],"[(3005, 3060, 6237, 6301)]"
1402,25559,[3223 4211],"[(3296, 3350, 4173, 4245)]"
